"Component","Tool","Image","CVE","Severity","Package","Affected Version","Fix Version","Summary"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4341","HIGH","stdlib","go1.23.7","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4341","HIGH","stdlib","go1.23.7","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4337","CRITICAL","stdlib","go1.23.7","1.24.13,1.25.7,1.26.0-rc.3","A critical vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4337","CRITICAL","stdlib","go1.23.7","1.24.13,1.25.7,1.26.0-rc.3","A critical vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2025-3563","CRITICAL","stdlib","go1.23.7","1.23.8,1.24.2","A critical vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2025-3563","CRITICAL","stdlib","go1.23.7","1.23.8,1.24.2","A critical vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4977","HIGH","stdlib","go1.23.7","1.25.10,1.26.3","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4977","HIGH","stdlib","go1.23.7","1.25.10,1.26.3","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4986","HIGH","stdlib","go1.23.7","1.25.10,1.26.3","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4986","HIGH","stdlib","go1.23.7","1.25.10,1.26.3","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4918","HIGH","golang.org/x/net","v0.33.0","0.53.0","A high vulnerability in go-module package: golang.org/x/net, version v0.33.0 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4918","HIGH","golang.org/x/net","v0.33.0","0.53.0","A high vulnerability in go-module package: golang.org/x/net, version v0.33.0 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4918","HIGH","stdlib","go1.23.7","1.25.10,1.26.3","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4918","HIGH","stdlib","go1.23.7","1.25.10,1.26.3","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4601","HIGH","stdlib","go1.23.7","1.25.8,1.26.1","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4601","HIGH","stdlib","go1.23.7","1.25.8,1.26.1","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-5026","HIGH","golang.org/x/net","v0.33.0","0.55.0","A high vulnerability in go-module package: golang.org/x/net, version v0.33.0 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-5026","HIGH","golang.org/x/net","v0.33.0","0.55.0","A high vulnerability in go-module package: golang.org/x/net, version v0.33.0 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-5026","HIGH","stdlib","go1.23.7","1.25.13,1.26.6,1.27.0-rc.3","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-5026","HIGH","stdlib","go1.23.7","1.25.13,1.26.6,1.27.0-rc.3","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4870","HIGH","stdlib","go1.23.7","1.25.9,1.26.2","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4870","HIGH","stdlib","go1.23.7","1.25.9,1.26.2","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2025-4009","HIGH","stdlib","go1.23.7","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2025-4009","HIGH","stdlib","go1.23.7","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4947","HIGH","stdlib","go1.23.7","1.25.9,1.26.2","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4947","HIGH","stdlib","go1.23.7","1.25.9,1.26.2","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2025-4006","HIGH","stdlib","go1.23.7","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2025-4006","HIGH","stdlib","go1.23.7","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-5037","HIGH","stdlib","go1.23.7","1.25.11,1.26.4","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-5037","HIGH","stdlib","go1.23.7","1.25.11,1.26.4","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4971","HIGH","stdlib","go1.23.7","1.25.10,1.26.3","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4971","HIGH","stdlib","go1.23.7","1.25.10,1.26.3","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-5972","HIGH","stdlib","go1.23.7","1.25.13,1.26.6,1.27.0-rc.3","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-5972","HIGH","stdlib","go1.23.7","1.25.13,1.26.6,1.27.0-rc.3","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-6088","HIGH","stdlib","go1.23.7","1.25.13,1.26.6,1.27.0-rc.3","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-6088","HIGH","stdlib","go1.23.7","1.25.13,1.26.6,1.27.0-rc.3","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-6089","HIGH","stdlib","go1.23.7","1.25.13,1.26.6,1.27.0-rc.3","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-6090","HIGH","stdlib","go1.23.7","1.25.13,1.26.6,1.27.0-rc.3","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-6090","HIGH","stdlib","go1.23.7","1.25.13,1.26.6,1.27.0-rc.3","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-5970","HIGH","golang.org/x/text","v0.21.0","0.39.0","A high vulnerability in go-module package: golang.org/x/text, version v0.21.0 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-5970","HIGH","golang.org/x/text","v0.21.0","0.39.0","A high vulnerability in go-module package: golang.org/x/text, version v0.21.0 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2025-4155","HIGH","stdlib","go1.23.7","1.24.11,1.25.5","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2025-4155","HIGH","stdlib","go1.23.7","1.24.11,1.25.5","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2025-4007","HIGH","stdlib","go1.23.7","1.24.9,1.25.3","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2025-4007","HIGH","stdlib","go1.23.7","1.24.9,1.25.3","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2025-4013","HIGH","stdlib","go1.23.7","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2025-4013","HIGH","stdlib","go1.23.7","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4946","HIGH","stdlib","go1.23.7","1.25.9,1.26.2","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/alertmanager"
"qubership-monitoring-operator","grype","docker.io/prom/alertmanager:v0.28.1","GO-2026-4946","HIGH","stdlib","go1.23.7","1.25.9,1.26.2","A high vulnerability in go-module package: stdlib, version go1.23.7 was found in image docker.io/prom/alertmanager:v0.28.1 at: /bin/amtool"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2025-15467","CRITICAL","libcrypto3","3.3.3-r0","3.3.6-r0","A critical vulnerability in apk package: libcrypto3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2025-15467","CRITICAL","libssl3","3.3.3-r0","3.3.6-r0","A critical vulnerability in apk package: libssl3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2025-9230","HIGH","libcrypto3","3.3.3-r0","3.3.5-r0","A high vulnerability in apk package: libcrypto3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2025-9230","HIGH","libssl3","3.3.3-r0","3.3.5-r0","A high vulnerability in apk package: libssl3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2026-31790","HIGH","libcrypto3","3.3.3-r0","3.3.7-r0","A high vulnerability in apk package: libcrypto3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2026-31790","HIGH","libssl3","3.3.3-r0","3.3.7-r0","A high vulnerability in apk package: libssl3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2026-28388","HIGH","libcrypto3","3.3.3-r0","3.3.7-r0","A high vulnerability in apk package: libcrypto3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2026-28388","HIGH","libssl3","3.3.3-r0","3.3.7-r0","A high vulnerability in apk package: libssl3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2025-69421","HIGH","libcrypto3","3.3.3-r0","3.3.6-r0","A high vulnerability in apk package: libcrypto3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2025-69421","HIGH","libssl3","3.3.3-r0","3.3.6-r0","A high vulnerability in apk package: libssl3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2026-28389","HIGH","libcrypto3","3.3.3-r0","3.3.7-r0","A high vulnerability in apk package: libcrypto3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2026-28390","HIGH","libcrypto3","3.3.3-r0","3.3.7-r0","A high vulnerability in apk package: libcrypto3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2026-28389","HIGH","libssl3","3.3.3-r0","3.3.7-r0","A high vulnerability in apk package: libssl3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2026-28390","HIGH","libssl3","3.3.3-r0","3.3.7-r0","A high vulnerability in apk package: libssl3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2025-69420","HIGH","libcrypto3","3.3.3-r0","3.3.6-r0","A high vulnerability in apk package: libcrypto3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2025-69420","HIGH","libssl3","3.3.3-r0","3.3.6-r0","A high vulnerability in apk package: libssl3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2026-28387","HIGH","libcrypto3","3.3.3-r0","3.3.7-r0","A high vulnerability in apk package: libcrypto3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2026-28387","HIGH","libssl3","3.3.3-r0","3.3.7-r0","A high vulnerability in apk package: libssl3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2025-69419","HIGH","libcrypto3","3.3.3-r0","3.3.6-r0","A high vulnerability in apk package: libcrypto3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2025-69419","HIGH","libssl3","3.3.3-r0","3.3.6-r0","A high vulnerability in apk package: libssl3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2026-31789","CRITICAL","libcrypto3","3.3.3-r0","3.3.7-r0","A critical vulnerability in apk package: libcrypto3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2026-31789","CRITICAL","libssl3","3.3.3-r0","3.3.7-r0","A critical vulnerability in apk package: libssl3, version 3.3.3-r0 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2026-40200","HIGH","musl","1.2.5-r9","1.2.5-r11","A high vulnerability in apk package: musl, version 1.2.5-r9 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-logging-operator","grype","docker.io/alpine:3.21.3","CVE-2026-40200","HIGH","musl-utils","1.2.5-r9","1.2.5-r11","A high vulnerability in apk package: musl-utils, version 1.2.5-r9 was found in image docker.io/alpine:3.21.3 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GO-2026-4341","HIGH","stdlib","go1.24.4","1.24.12,1.25.6","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GHSA-p77j-4mvh-x3m3","CRITICAL","google.golang.org/grpc","v1.72.2","1.79.3","A critical vulnerability in go-module package: google.golang.org/grpc, version v1.72.2 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GO-2026-4337","CRITICAL","stdlib","go1.24.4","1.24.13,1.25.7,1.26.0-rc.3","A critical vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GO-2026-4981","HIGH","stdlib","go1.24.4","1.25.10,1.26.3","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GO-2026-4918","HIGH","golang.org/x/net","v0.40.0","0.53.0","A high vulnerability in go-module package: golang.org/x/net, version v0.40.0 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GO-2026-4918","HIGH","stdlib","go1.24.4","1.25.10,1.26.3","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GO-2026-4601","HIGH","stdlib","go1.24.4","1.25.8,1.26.1","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GO-2026-5026","HIGH","golang.org/x/net","v0.40.0","0.55.0","A high vulnerability in go-module package: golang.org/x/net, version v0.40.0 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GO-2026-5026","HIGH","stdlib","go1.24.4","1.25.13,1.26.6,1.27.0-rc.3","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GO-2026-4870","HIGH","stdlib","go1.24.4","1.25.9,1.26.2","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GO-2025-4009","HIGH","stdlib","go1.24.4","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GO-2026-4947","HIGH","stdlib","go1.24.4","1.25.9,1.26.2","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GO-2026-5037","HIGH","stdlib","go1.24.4","1.25.11,1.26.4","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GO-2026-4971","HIGH","stdlib","go1.24.4","1.25.10,1.26.3","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GO-2026-5972","HIGH","stdlib","go1.24.4","1.25.13,1.26.6,1.27.0-rc.3","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GO-2026-6089","HIGH","stdlib","go1.24.4","1.25.13,1.26.6,1.27.0-rc.3","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GO-2026-6090","HIGH","stdlib","go1.24.4","1.25.13,1.26.6,1.27.0-rc.3","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GO-2026-5970","HIGH","golang.org/x/text","v0.25.0","0.39.0","A high vulnerability in go-module package: golang.org/x/text, version v0.25.0 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GO-2025-4155","HIGH","stdlib","go1.24.4","1.24.11,1.25.5","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GHSA-vp52-pcj8-j9qc","HIGH","google.golang.org/grpc","v1.72.2","1.83.1","A high vulnerability in go-module package: google.golang.org/grpc, version v1.72.2 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GO-2025-4007","HIGH","stdlib","go1.24.4","1.24.9,1.25.3","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GO-2025-4013","HIGH","stdlib","go1.24.4","1.24.8,1.25.2","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GO-2026-4946","HIGH","stdlib","go1.24.4","1.25.9,1.26.2","A high vulnerability in go-module package: stdlib, version go1.24.4 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/blackbox-exporter:v0.27.0","GHSA-hrxh-6v49-42gf","HIGH","google.golang.org/grpc","v1.72.2","1.82.1","A high vulnerability in go-module package: google.golang.org/grpc, version v1.72.2 was found in image docker.io/prom/blackbox-exporter:v0.27.0 at: /bin/blackbox_exporter"
"qubership-monitoring-operator","grype","docker.io/prom/cloudwatch-exporter:v0.16.0","CVE-2024-6119","HIGH","libssl3t64","3.0.13-0ubuntu3.2","3.0.13-0ubuntu3.4","A medium vulnerability in deb package: libssl3t64, version 3.0.13-0ubuntu3.2 was found in image docker.io/prom/cloudwatch-exporter:v0.16.0 at: /var/lib/dpkg/status"
